quaternary,reserve_study,available__gra2_m3_a,recharge__gwr_m3_a,reserve__gwr_m3_a,abstracted__warms_m3_a,surplus__gra2_m3_a,surplus__gwr_m3_a
E10A,1,3 797 140,30 120 000,5 440 000,123 420,3 673 720,24 556 580
E10B,1,5 302 850,37 170 000,6 790 000,12 050 080,-6 747 230,18 329 920
E10C,1,3 596 190,24 790 000,5 660 000,991 600,2 604 590,18 138 400
E10D,1,2 737 390,24 350 000,5 740 000,0,2 737 390,18 610 000
E10E,1,2 361 910,30 670 000,7 490 000,2 091 128,270 782,21 088 872
E10F,1,2 236 760,28 280 000,5 140 000,822 403,1 414 357,22 317 597
E10G,1,2 993 090,26 880 000,4 230 000,1 474 620,1 518 470,21 175 380
E10H,1,1 914 920,9 620 000,1 510 000,255 000,1 659 920,7 855 000
E10J,1,802 408,19 320 000,1 680 000,11 559 316,-10 756 908,6 080 684
E10K,1,572 035,6 670 000,360 000,712 100,- 140 065,5 597 900
E21A,1,2 793 380,14 140 000,1 510 000,2 371 005,422 375,10 258 995
E21B,1,1 976 490,8 870 000,10 000,5 049 746,-3 073 256,3 810 254
E21C,1,1 589 430,8 700 000,70 000,684 524,904 906,7 945 476
E21D,1,3 854 040,18 210 000,1 930 000,3 581 667,272 373,12 698 333
E21E,1,646 065,8 440 000,100 000,1 648 000,-1 001 935,6 692 000
E21F,1,299 506,8 760 000,150 000,3 884,295 623,8 606 117
E21G,1,2 099 100,18 950 000,2 090 000,6 241 017,-4 141 917,10 618 983
E21H,1,1 616 290,31 200 000,16 660 000,1 021 394,594 896,13 518 606
E21J,1,128 272,16 070 000,320 000,189 330,-61 058,15 560 670
E21K,1,272 567,11 620 000,180 000,0,272 567,11 440 000
E21L,1,260 781,2 530 000,140 000,0,260 781,2 390 000
E22A,1,1 597 610,7 530 000,400 000,40 000,1 557 610,7 090 000
E22B,1,1 187 760,6 330 000,430 000,461 535,726 225,5 438 465
E22C,1,2 531 170,4 430 000,360 000,3 600 400,-1 069 230,469 600
E22D,1,676 569,4 210 000,260 000,66 375,610 194,3 883 625
E22E,1,1 670 340,9 850 000,1 780 000,59 000,1 611 340,8 011 000
E22F,1,422 689,1 300 000,210 000,0,422 689,1 090 000
E22G,1,182 416,1 270 000,430 000,0,182 416,840 000
E23A,1,2 337 100,5 810 000,1 050 000,139 846,2 197 254,4 620 154
E23B,1,1 769 910,5 080 000,970 000,27 792,1 742 118,4 082 208
E23C,1,625 246,2 030 000,440 000,0,625 246,1 590 000
E23D,1,1 169 080,3 290 000,1 030 000,0,1 169 080,2 260 000
E23E,1,1 556 340,2 990 000,600 000,12 000,1 544 340,2 378 000
E23F,1,117 987,950 000,510 000,0,117 987,440 000
E23G,1,874 350,2 840 000,800 000,165 358,708 992,1 874 642
E23H,1,1 026 630,2 710 000,910 000,0,1 026 630,1 800 000
E23J,1,548 363,1 870 000,960 000,0,548 363,910 000
E23K,1,70 635,1 080 000,610 000,0,70 635,470 000
E24A,1,1 785 390,6 010 000,480 000,0,1 785 390,5 530 000
E24B,1,1 372 600,5 090 000,860 000,2 821 766,-1 449 166,1 408 234
E24C,1,1 252 430,3 680 000,750 000,0,1 252 430,2 930 000
E24D,1,565 484,1 770 000,960 000,26 000,539 484,784 000
E24E,1,810 070,2 740 000,1 850 000,0,810 070,890 000
E24F,1,706 764,2 230 000,1 070 000,38 880,667 884,1 121 120
E24G,1,540 552,2 200 000,1 160 000,0,540 552,1 040 000
E24H,1,362 386,920 000,560 000,27 500,334 886,332 500
E24J,1,2 851 980,5 130 000,1 240 000,375 979,2 476 001,3 514 021
E24K,1,653 588,3 220 000,750 000,0,653 588,2 470 000
E24L,1,801 693,9 010 000,1 010 000,2 663 954,-1 862 261,5 336 046
E24M,1,779 997,8 410 000,710 000,1 690 000,- 910 003,6 010 000
E31A,1,295 344,1 200 000,20 000,40 000,255 344,1 140 000
E31B,1,413 739,2 230 000,90 000,0,413 739,2 140 000
E31C,1,243 296,890 000,90 000,157 577,85 719,642 423
E31D,1,67 214,480 000,50 000,0,67 214,430 000
E31E,1,23 992,380 000,30 000,298 334,- 274 342,51 666
E31F,1,110 397,920 000,60 000,88 732,21 665,771 268
E31G,1,1 169,680 000,70 000,0,1 169,610 000
E31H,1,21 901,1 090 000,70 000,0,21 901,1 020 000
E32A,1,941 150,4 630 000,400 000,222 588,718 562,4 007 412
E32B,1,170 922,1 520 000,300 000,0,170 922,1 220 000
E32C,1,793 048,2 900 000,230 000,48 634,744 414,2 621 366
E32D,1,277 335,1 080 000,220 000,280 489,-3 154,579 511
E32E,1,93 740,3 860 000,360 000,60 720,33 020,3 439 280
E33A,1,4 085,1 840 000,80 000,21 222,-17 137,1 738 778
E33B,1,88 659,800 000,60 000,0,88 659,740 000
E33C,1,539 718,1 370 000,0,0,539 718,1 370 000
E33D,1,181 402,230 000,140 000,365 000,- 183 598,- 275 000
E33E,1,119 568,1 590 000,70 000,0,119 568,1 520 000
E33F,1,1 138 860,15 870 000,120 000,12 151 141,-11 012 281,3 598 859
E33G,1,550 094,7 190 000,330 000,3 058 859,-2 508 765,3 801 141
E33H,1,229 188,3 050 000,120 000,149 675,79 513,2 780 325
E40A,1,1 074 960,4 440 000,900 000,364 651,710 309,3 175 349
E40B,1,828 626,3 410 000,790 000,565 038,263 588,2 054 962
E40C,1,730 249,3 020 000,130 000,837 482,- 107 233,2 052 518
E40D,1,701 541,3 090 000,1 000 000,19 000,682 541,2 071 000
F50D,0,321 909,Unknown,Unknown,0,321 909,Unknown
F60B,1,141 939,240 000,30 000,0,141 939,210 000
F60C,1,224 888,470 000,40 000,0,224 888,430 000
F60D,1,157 750,360 000,30 000,505 958,- 348 208,- 175 958
F60E,1,239 966,600 000,10 000,0,239 966,590 000
G10A,1,22 935 600,27 160 000,11 740 000,6 218 392,16 717 208,9 201 608
G10B,1,13 214 800,26 810 000,11 800 000,699 392,12 515 408,14 310 608
G10C,1,15 794 700,32 920 000,10 140 000,10 141 330,5 653 370,12 638 670
G10D,1,10 461 500,30 130 000,6 850 000,6 806 411,3 655 089,16 473 589
G10E,1,3 280 970,15 760 000,3 810 000,4 895 252,-1 614 282,7 054 748
G10F,1,2 643 200,14 020 000,3 550 000,1 546 920,1 096 280,8 923 080
G10G,0,10 410 500,Unknown,Unknown,0,10 410 500,Unknown
G10H,1,1 323 560,8 900 000,1 050 000,2 872 861,-1 549 301,4 977 139
G10J,1,101 513,15 480 000,1 750 000,709 168,- 607 655,13 020 832
G10K,1,5 062 690,17 170 000,1 770 000,5 738 021,- 675 331,9 661 979
G10L,1,8 289 660,21 440 000,710 000,4 419 664,3 869 996,16 310 336
G10M,1,9 240 830,32 770 000,1 360 000,9 338 612,-97 782,22 071 388
G21A,0,4 977 610,Unknown,Unknown,596 022,4 381 588,Unknown
G21B,1,1 676 290,10 480 000,670 000,19 009 869,-17 333 579,-9 199 869
G21C,1,1 123 770,6 570 000,990 000,2 569 542,-1 445 772,3 010 458
G21D,1,1 982 440,7 890 000,2 150 000,9 730 216,-7 747 776,-3 990 216
G21E,1,1 870 820,17 530 000,2 220 000,6 671 737,-4 800 917,8 638 263
G21F,0,1 514 010,Unknown,Unknown,484 089,1 029 921,Unknown
G22A,1,4 250 310,17 210 000,1 140 000,144 559,4 105 751,15 925 441
G22B,1,2 970 320,9 990 000,3 110 000,3 214 533,- 244 213,3 665 467
G22C,1,4 818 980,13 070 000,10 250 000,9 961 220,-5 142 240,-7 141 220
G22D,0,7 716 790,Unknown,Unknown,38 037 330,-30 320 540,Unknown
G22E,1,1 902 430,13 580 000,7 380 000,6 463 634,-4 561 204,- 263 634
G22F,0,8 450 900,Unknown,Unknown,410 272,8 040 628,Unknown
G22G,0,2 289 170,Unknown,Unknown,4 774 374,-2 485 204,Unknown
G22H,0,4 583 890,Unknown,Unknown,1 430 234,3 153 656,Unknown
G22J,1,8 252 260,13 210 000,4 300 000,714 867,7 537 393,8 195 133
G22K,1,3 567 360,7 100 000,6 410 000,352 035,3 215 325,337 965
G30A,1,1 123 990,11 870 000,950 000,9 174 519,-8 050 529,1 745 481
G30B,1,32 274,16 850 000,1 530 000,6 513 691,-6 481 417,8 806 309
G30C,1,1 111 750,9 210 000,1 980 000,4 759 601,-3 647 851,2 470 399
G30D,1,1 295 030,13 120 000,1 270 000,8 723 864,-7 428 834,3 126 136
G30E,1,495 343,4 560 000,620 000,8 676 207,-8 180 864,-4 736 207
G30F,1,1 983 650,14 230 000,1 080 000,11 687 460,-9 703 810,1 462 540
G30G,1,1 028 430,10 480 000,540 000,14 192 843,-13 164 413,-4 252 843
G30H,1,1 064 150,15 900 000,650 000,831 825,232 325,14 418 175
G40A,0,5 306 830,Unknown,Unknown,16 500 000,-11 193 170,Unknown
G40B,0,5 282 050,Unknown,Unknown,9 492,5 272 558,Unknown
G40C,1,17 014 500,16 300 000,1 590 000,5 694 758,11 319 742,9 015 242
G40D,0,18 455 700,Unknown,Unknown,409 801,18 045 899,Unknown
G40E,1,1 657 180,11 080 000,1 190 000,3 929 652,-2 272 472,5 960 348
G40F,1,3 422 840,8 010 000,890 000,2 180 846,1 241 994,4 939 154
G40G,0,3 435 750,Unknown,Unknown,1 248 970,2 186 780,Unknown
G40H,1,705 582,6 480 000,1 240 000,4 303 017,-3 597 435,936 983
G40J,1,1 426 260,6 820 000,2 020 000,1 070 740,355 520,3 729 260
G40K,0,575 729,Unknown,Unknown,872 830,- 297 101,Unknown
G40L,1,4 237 110,12 960 000,1 760 000,4 808 157,- 571 047,6 391 843
G40M,1,1 268 670,7 650 000,4 020 000,2 770 072,-1 501 402,859 928
G50A,0,1 246 730,Unknown,Unknown,113 758,1 132 972,Unknown
G50B,0,545 524,Unknown,Unknown,683 149,- 137 625,Unknown
G50C,0,2 172 300,Unknown,Unknown,515 915,1 656 385,Unknown
G50D,1,906 525,5 440 000,1 290 000,252 956,653 569,3 897 044
G50E,1,816 208,5 050 000,880 000,1 118 390,- 302 182,3 051 610
G50F,1,1 683 040,6 700 000,250 000,1 097 174,585 866,5 352 826
G50G,0,17 559,Unknown,Unknown,26 300,-8 741,Unknown
G50H,0,207 174,Unknown,Unknown,36 080,171 094,Unknown
G50J,0,1 292 490,Unknown,Unknown,0,1 292 490,Unknown
G50K,0,623 461,Unknown,Unknown,0,623 461,Unknown
H10A,1,4 951 380,6 160 000,2 150 000,6 275 651,-1 324 271,-2 265 651
H10B,1,4 617 040,9 590 000,2 520 000,9 394 865,-4 777 825,-2 324 865
H10C,0,6 494 310,Unknown,Unknown,24 206 390,-17 712 080,Unknown
H10D,0,5 552 330,Unknown,Unknown,5 000,5 547 330,Unknown
H10E,0,9 525 630,Unknown,Unknown,8 369,9 517 261,Unknown
H10F,0,8 074 210,Unknown,Unknown,8 468 994,- 394 784,Unknown
H10G,0,3 513 520,Unknown,Unknown,21 760 999,-18 247 479,Unknown
H10H,0,6 786 280,Unknown,Unknown,6 293 065,493 215,Unknown
H10J,1,24 720 700,35 590 000,20 910 000,1 723 673,22 997 027,12 956 327
H10K,0,14 035 600,Unknown,Unknown,1 159 948,12 875 652,Unknown
H10L,1,1 052 300,2 260 000,610 000,9 624 622,-8 572 322,-7 974 622
H20A,0,1 066 930,Unknown,Unknown,2 273 757,-1 206 827,Unknown
H20B,0,2 132 350,Unknown,Unknown,5 825 142,-3 692 792,Unknown
H20C,0,1 016 890,Unknown,Unknown,3 068 356,-2 051 466,Unknown
H20D,0,2 526 620,Unknown,Unknown,628 079,1 898 541,Unknown
H20E,0,4 699 670,Unknown,Unknown,946 500,3 753 170,Unknown
H20F,0,2 811 320,Unknown,Unknown,9 072 612,-6 261 292,Unknown
H20G,0,1 046 670,Unknown,Unknown,1 050 378,-3 708,Unknown
H20H,1,141 273,1 040 000,930 000,2 608 823,-2 467 550,-2 498 823
H30A,0,2 299 770,Unknown,Unknown,2 535 977,- 236 207,Unknown
H30B,0,2 538 170,Unknown,Unknown,4 290 943,-1 752 773,Unknown
H30C,0,4 542 680,Unknown,Unknown,2 947 254,1 595 426,Unknown
H30D,0,1 400 150,Unknown,Unknown,2 571 186,-1 171 036,Unknown
H30E,0,314 664,Unknown,Unknown,914 335,- 599 671,Unknown
H40A,0,1 733 650,Unknown,Unknown,123 915,1 609 735,Unknown
H40B,1,3 765 150,10 900 000,300 000,2 147 217,1 617 933,8 452 783
H40C,0,699 313,Unknown,Unknown,1 892 668,-1 193 355,Unknown
H40D,0,352 902,Unknown,Unknown,491 370,- 138 468,Unknown
H40E,1,1 390 910,6 650 000,2 520 000,1 145 921,244 989,2 984 079
H40F,0,2 078 320,Unknown,Unknown,5 400,2 072 920,Unknown
H40G,0,92 629,Unknown,Unknown,2 337 801,-2 245 172,Unknown
H40H,0,1 126 270,Unknown,Unknown,713 449,412 821,Unknown
H40J,0,1 370 390,Unknown,Unknown,1 358 618,11 772,Unknown
H40K,0,1 129 300,Unknown,Unknown,1 362 219,- 232 919,Unknown
H40L,1,638 368,1 780 000,170 000,102 010,536 358,1 507 990
H50A,0,746 792,Unknown,Unknown,671 211,75 581,Unknown
H50B,1,116 560,4 660 000,3 230 000,746 244,- 629 684,683 756
H60A,1,12 614 700,23 640 000,12 860 000,730 488,11 884 212,10 049 512
H60B,1,14 122 900,30 790 000,11 840 000,3 716 098,10 406 802,15 233 902
H60C,1,10 380 900,22 420 000,17 600 000,3 508 282,6 872 618,1 311 718
H60D,0,4 439 360,Unknown,Unknown,193 674,4 245 686,Unknown
H60E,0,3 116 880,Unknown,Unknown,0,3 116 880,Unknown
H60F,0,2 688 440,Unknown,Unknown,864 972,1 823 468,Unknown
H60G,0,1 259 530,Unknown,Unknown,456 229,803 301,Unknown
H60H,0,1 921 620,Unknown,Unknown,486 260,1 435 360,Unknown
H60J,0,1 858 960,Unknown,Unknown,463 072,1 395 888,Unknown
H60K,0,610 661,Unknown,Unknown,164 316,446 345,Unknown
H60L,0,429 975,Unknown,Unknown,263 060,166 915,Unknown
H70A,0,671 099,Unknown,Unknown,222 184,448 915,Unknown
H70B,1,5 398 060,3 370 000,5 830 000,240 531,5 157 529,-2 700 531
H70C,1,1 831 590,4 160 000,800 000,2 453 603,- 622 013,906 397
H70D,0,4 512 880,Unknown,Unknown,146 086,4 366 794,Unknown
H70E,0,6 904 410,Unknown,Unknown,2 860,6 901 550,Unknown
H70F,0,2 328 470,Unknown,Unknown,1 215 660,1 112 810,Unknown
H70G,0,26 648,Unknown,Unknown,0,26 648,Unknown
H70H,0,27 466,Unknown,Unknown,953 750,- 926 284,Unknown
H70J,0,233 587,Unknown,Unknown,0,233 587,Unknown
H70K,0,335 546,Unknown,Unknown,74 073,261 473,Unknown
H80A,1,2 578 480,2 880 000,230 000,8 000,2 570 480,2 642 000
H80B,1,5 192 760,2 520 000,200 000,0,5 192 760,2 320 000
H80C,1,324 572,4 200 000,402 000,784 035,- 459 463,3 013 965
H80D,1,145 953,2 670 000,130 000,79 187,66 766,2 460 813
H80E,1,1 627 950,7 990 000,234 000,49 941,1 578 009,7 706 059
H80F,1,896 331,5 490 000,225 000,754 860,141 471,4 510 140
H90A,1,2 694 040,2 950 000,240 000,134 009,2 560 031,2 575 991
H90B,1,2 273 100,10 630 000,2 820 000,453 120,1 819 980,7 356 880
H90C,1,156 477,3 550 000,399 000,1 364 410,-1 207 933,1 786 590
H90D,1,1 637 020,7 110 000,1 190 000,111 548,1 525 472,5 808 452
H90E,1,383 457,8 770 000,467 000,3 891 736,-3 508 279,4 411 264
J11A,1,2 494 160,2 840 000,0,176 262,2 317 898,2 663 738
J11B,1,3 579 870,2 790 000,0,208 500,3 371 370,2 581 500
J11C,1,780 389,180 000,2 000,0,780 389,178 000
J11D,1,1 061 910,3 280 000,0,576 566,485 344,2 703 434
J11E,1,2 298 660,1 220 000,44 000,3 742 895,-1 444 235,-2 566 895
J11F,1,569 174,430 000,7 000,813 160,- 243 986,- 390 160
J11G,1,808 690,100 000,1 000,30 174,778 516,68 826
J11H,1,1 493 440,3 750 000,80 000,947 489,545 951,2 722 511
J11J,1,2 144 120,3 760 000,22 000,1 602 511,541 609,2 135 489
J11K,1,1 575 370,2 120 000,107 000,1 270 898,304 472,742 102
J12A,1,1 385 860,1 610 000,0,1 191 370,194 490,418 630
J12B,1,829 779,1 310 000,72 000,27 700,802 079,1 210 300
J12C,1,1 103 050,1 290 000,1 000,1 975 020,- 871 970,- 686 020
J12D,1,4 557 530,6 410 000,5 000,5 373 096,- 815 566,1 031 904
J12E,1,1 582 360,1 960 000,15 000,487 598,1 094 762,1 457 402
J12F,1,2 804 640,5 170 000,3 000,405 999,2 398 641,4 761 001
J12G,1,2 150 380,3 360 000,13 000,12 593,2 137 788,3 334 408
J12H,1,1 617 280,3 100 000,0,467 995,1 149 285,2 632 005
J12J,1,613 098,4 380 000,0,274 240,338 858,4 105 760
J12K,1,1 818 260,2 100 000,0,0,1 818 260,2 100 000
J12L,1,3 483 400,4 930 000,36 000,924 248,2 559 152,3 969 752
J12M,1,985 003,2 350 000,10 000,482 206,502 797,1 857 794
J13A,1,1 000 640,3 000 000,10 000,861 621,139 019,2 128 379
J13B,1,1 412 850,2 070 000,16 000,100 200,1 312 650,1 953 800
J13C,1,1 538 210,2 140 000,20 000,269 765,1 268 445,1 850 235
J21A,1,122 325,2 850 000,326 500,2 409 291,-2 286 966,114 209
J21B,1,104 340,470 000,4 000,3 430 464,-3 326 124,-2 964 464
J21C,1,1 462,90 000,4 000,196 631,- 195 169,- 110 631
J21D,1,1 474 100,300 000,0,453 969,1 020 131,- 153 969
J21E,1,22 329,230 000,0,463 092,- 440 763,- 233 092
J22A,1,1 917 490,3 140 000,0,120 000,1 797 490,3 020 000
J22B,1,1 175 130,1 190 000,0,15 000,1 160 130,1 175 000
J22C,1,987 114,1 070 000,2 000,21 500,965 614,1 046 500
J22D,1,855 052,1 100 000,1 000,20 000,835 052,1 079 000
J22E,1,1 414 050,1 060 000,0,24 156,1 389 894,1 035 844
J22F,1,551 832,100 000,8 000,0,551 832,92 000
J22G,1,1 593 940,2 330 000,0,55 000,1 538 940,2 275 000
J22H,1,1 732 090,1 640 000,18 000,44 400,1 687 690,1 577 600
J22J,1,624 791,780 000,0,0,624 791,780 000
J22K,1,1 125 430,360 000,0,207 080,918 350,152 920
J23A,1,1 663 740,290 000,19 000,1 062 686,601 054,- 791 686
J23B,1,1 814 610,460 000,0,60 000,1 754 610,400 000
J23C,1,555 779,250 000,0,139 000,416 779,111 000
J23D,1,866 634,740 000,0,28 000,838 634,712 000
J23E,1,245 657,1 540 000,86 000,75 500,170 157,1 378 500
J23F,1,1 310 730,790 000,63 000,1 007 290,303 440,- 280 290
J23G,1,4 583,500 000,0,0,4 583,500 000
J23H,1,95 579,500 000,0,0,95 579,500 000
J23J,1,220 824,350 000,20 000,80 080,140 744,249 920
J24A,1,3 721 840,2 250 000,2 000,72 000,3 649 840,2 176 000
J24B,1,980 722,490 000,14 000,464 731,515 991,11 269
J24C,1,995 951,130 000,0,55 000,940 951,75 000
J24D,1,48 441,500 000,3 000,94 500,-46 059,402 500
J24E,1,831 185,450 000,0,530 600,300 585,-80 600
J24F,1,113 606,1 150 000,0,54 000,59 606,1 096 000
J25A,1,709 293,690 000,42 000,0,709 293,648 000
J25B,1,841 501,2 200 000,188 000,379 038,462 463,1 632 962
J25C,1,387 660,760 000,12 000,0,387 660,748 000
J25D,1,444 855,1 100 000,137 000,6 500,438 355,956 500
J25E,1,459 452,690 000,4 000,71 000,388 452,615 000
J31A,1,1 961 280,7 360 000,140 000,289 600,1 671 680,6 930 400
J31B,1,305 501,1 460 000,40 000,220 788,84 713,1 199 212
J31C,1,372 888,1 990 000,30 000,159 328,213 560,1 800 672
J31D,1,179 828,2 040 000,42 000,139 400,40 428,1 858 600
J32A,1,466 526,60 000,0,40 000,426 526,20 000
J32B,1,655 644,100 000,8 000,274 720,380 924,- 182 720
J32C,1,1 781 780,500 000,1 000,232 441,1 549 339,266 559
J32D,1,319 659,500 000,0,0,319 659,500 000
J32E,1,953 452,1 900 000,7 000,551 561,401 891,1 341 439
J33A,1,390 072,3 350 000,81 000,486 400,-96 328,2 782 600
J33B,1,446 781,4 920 000,126 000,583 040,- 136 259,4 210 960
J33C,1,324 331,2 120 000,1 000,124 800,199 531,1 994 200
J33D,1,227 889,2 270 000,132 000,17 720,210 169,2 120 280
J33E,1,1 061 250,2 390 000,313 000,1 980 312,- 919 062,96 688
J33F,1,597 642,1 770 000,452 000,617 286,-19 644,700 714
J34A,1,503 625,3 150 000,158 000,1 071 644,- 568 019,1 920 356
J34B,1,1 086 960,4 990 000,187 000,904 093,182 867,3 898 907
J34C,1,2 326 700,7 950 000,296 000,754 131,1 572 569,6 899 869
J34D,1,858 766,3 160 000,900 000,1 585 100,- 726 334,674 900
J34E,1,832 895,2 310 000,132 000,375 000,457 895,1 803 000
J34F,1,624 025,2 210 000,137 000,4 746 107,-4 122 082,-2 673 107
J35A,1,1 106 600,4 550 000,643 000,1 107 928,-1 328,2 799 072
J35B,1,2 243 250,6 280 000,263 000,4 513 316,-2 270 066,1 503 684
J35C,1,349 367,1 400 000,103 000,279 600,69 767,1 017 400
J35D,1,1 886 910,5 580 000,498 000,515 500,1 371 410,4 566 500
J35E,1,103 633,830 000,81 000,772 200,- 668 567,-23 200
J35F,1,974 767,2 300 000,206 000,504 130,470 637,1 589 870
J40A,1,1 331 090,2 250 000,189 000,62 400,1 268 690,1 998 600
J40B,1,813 294,1 650 000,130 000,65 000,748 294,1 455 000
J40C,1,2 090 920,4 820 000,400 000,438 517,1 652 403,3 981 483
J40D,1,1 134 440,5 790 000,534 000,1 717 539,- 583 099,3 538 461
J40E,1,880 835,6 480 000,457 000,714 356,166 479,5 308 644
K10A,1,164 595,2 500 000,692 000,489 244,- 324 649,1 318 756
K10B,1,116 462,1 600 000,173 000,172 050,-55 588,1 254 950
K10C,1,362 615,1 700 000,140 000,84 000,278 615,1 476 000
K10D,1,167 846,1 800 000,154 000,541 554,- 373 708,1 104 446
K10E,1,3 418 640,6 500 000,518 000,77 705,3 340 935,5 904 295
K10F,1,173 210,2 700 000,284 000,155 750,17 460,2 260 250
K20A,1,4 198 100,11 700 000,568 000,48 802,4 149 298,11 083 198
K30A,1,5 783 870,8 600 000,624 000,954 757,4 829 113,7 021 243
K30B,1,4 664 940,7 000 000,538 000,1 022 133,3 642 807,5 439 867
K30C,1,6 090 610,12 700 000,2 301 000,591 274,5 499 336,9 807 726
K30D,1,3 073 430,6 900 000,640 000,225 330,2 848 100,6 034 670
K40A,1,1 847 910,5 500 000,325 000,0,1 847 910,5 175 000
K40B,1,2 764 660,7 300 000,480 000,251 105,2 513 555,6 568 895
K40C,1,4 451 380,6 900 000,537 000,500,4 450 880,6 362 500
K40D,1,3 918 410,9 000 000,704 000,2 275 100,1 643 310,6 020 900
K40E,1,4 640 460,19 100 000,1 083 000,195 000,4 445 460,17 822 000
K50A,1,5 953 860,5 100 000,410 000,45 000,5 908 860,4 645 000
K50B,1,4 652 940,14 400 000,1 055 000,2 430 310,2 222 630,10 914 690
K60A,1,595 683,5 570 000,451 000,123 140,472 543,4 995 860
K60B,1,785 136,4 640 000,370 000,0,785 136,4 270 000
K60C,1,1 023 040,6 340 000,525 000,28 622,994 418,5 786 378
K60D,1,3 283 440,14 830 000,1 196 000,1 250,3 282 190,13 632 750
K60E,1,272 476,3 750 000,322 000,543 272,- 270 796,2 884 728
K60F,1,520 539,7 940 000,732 000,1 083 143,- 562 604,6 124 857
K60G,1,361 888,7 300 000,790 000,2 271 750,-1 909 862,4 238 250
K70A,1,1 902 020,11 750 000,989 000,64 472,1 837 548,10 696 528
K70B,1,6 365 810,3 400 000,278 000,0,6 365 810,3 122 000
W51A,1,9 755 330,32 300 000,15 920 000,0,9 755 330,16 380 000
W51B,1,7 576 430,31 810 000,6 220 000,920 224,6 656 206,24 669 776
W51C,1,12 275 300,28 950 000,6 950 000,451 008,11 824 292,21 548 992
W51D,0,9 451 320,Unknown,Unknown,133 009,9 318 311,Unknown
W51F,1,6 750 440,40 300 000,680 000,232 290,6 518 150,39 387 710
W52A,1,3 451 730,13 020 000,9 370 000,32 236,3 419 494,3 617 764
W52B,1,4 675 540,20 720 000,6 650 000,129 632,4 545 908,13 940 368
W52C,0,2 654 510,Unknown,Unknown,247 000,2 407 510,Unknown
W52D,0,1 667 400,Unknown,Unknown,0,1 667 400,Unknown
W53A,0,6 510 240,Unknown,Unknown,347 005,6 163 235,Unknown
W53B,0,3 199 030,Unknown,Unknown,2 500,3 196 530,Unknown
W53C,0,6 283 420,Unknown,Unknown,56 490,6 226 930,Unknown
W53D,0,5 089 010,Unknown,Unknown,3 600,5 085 410,Unknown
W54A,0,2 889 690,Unknown,Unknown,40 720,2 848 970,Unknown
W54B,0,4 315 490,Unknown,Unknown,34 646,4 280 844,Unknown
W54C,1,1 789 290,7 660 000,3 000 000,0,1 789 290,4 660 000
W54D,0,2 811 260,Unknown,Unknown,37 595,2 773 665,Unknown
W55A,0,9 079 080,Unknown,Unknown,95 444,8 983 636,Unknown
W55B,0,3 217 400,Unknown,Unknown,127 443,3 089 957,Unknown
W55C,0,9 483 380,Unknown,Unknown,101 474,9 381 906,Unknown
W55D,0,4 099 060,Unknown,Unknown,2 628,4 096 432,Unknown
W56A,0,9 563 630,Unknown,Unknown,22 000,9 541 630,Unknown
X11A,1,5 671 760,24 360 000,11 480 000,4 152 165,1 519 595,8 727 835
X11B,1,6 164 360,22 930 000,10 890 000,1 013 593,5 150 767,11 026 407
X11C,1,3 678 850,13 120 000,5 990 000,2 809 100,869 750,4 320 900
X11D,1,4 129,25 970 000,12 240 000,1 373 997,-1 369 868,12 356 003
X11E,1,482 019,11 380 000,4 770 000,382 422,99 597,6 227 578
X11F,1,1 075 220,9 490 000,4 240 000,0,1 075 220,5 250 000
X11G,1,2 591 040,20 580 000,9 650 000,8 513,2 582 527,10 921 487
X11H,1,4 114 720,21 550 000,10 090 000,438 000,3 676 720,11 022 000
X11J,1,4 409 900,15 750 000,7 240 000,1 467 507,2 942 393,7 042 493
X11K,1,2 022 540,16 730 000,7 380 000,710 490,1 312 050,8 639 510
X12A,1,852 607,15 350 000,7 270 000,18 615,833 992,8 061 385
X12B,1,709 817,10 300 000,4 480 000,2 000,707 817,5 818 000
X12C,1,1 371 750,13 280 000,6 520 000,81 676,1 290 074,6 678 324
X12D,1,2 184 820,14 190 000,6 230 000,304 395,1 880 425,7 655 605
X12E,1,3 230 540,20 720 000,9 630 000,0,3 230 540,11 090 000
X12F,1,4 082 750,21 690 000,12 210 000,0,4 082 750,9 480 000
X12G,1,5 177 890,16 900 000,8 680 000,7 589,5 170 301,8 212 411
X12H,1,5 487 410,26 310 000,12 680 000,0,5 487 410,13 630 000
X12J,1,11 021 300,29 620 000,14 300 000,0,11 021 300,15 320 000
X12K,1,5 009 910,10 250 000,13 820 000,0,5 009 910,-3 570 000
X13J,1,10 393 100,20 680 000,10 200 000,754 209,9 638 891,9 725 791
X13K,1,4 485 630,10 250 000,860 000,972 299,3 513 331,8 417 701
X13L,1,2 379 040,5 170 000,380 000,2 636 483,- 257 443,2 153 517
X14A,1,6 558 240,8 890 000,4 200 000,0,6 558 240,4 690 000
X14B,1,4 487 730,11 390 000,5 410 000,0,4 487 730,5 980 000
X14F,1,5 573 780,6 890 000,3 360 000,0,5 573 780,3 530 000
X14G,1,1 059 070,6 000 000,2 290 000,628 740,430 330,3 081 260
X14H,1,3 373 960,8 690 000,3 900 000,17 318 376,-13 944 416,-12 528 376
X21A,1,4 590 200,13 850 000,930 000,276 344,4 313 856,12 643 656
X21B,1,5 515 700,18 810 000,3 270 000,556 857,4 958 843,14 983 143
X21C,1,5 522 880,16 250 000,7 670 000,65 993,5 456 887,8 514 007
